PromptID,PMCID,Outcome,Intervention,Comparator
312,3580134,Pre-dose FEV1 improvement,Budesonide/formoterol pMDI 160/9 μg,Placebo
372,3580134,Overall use of daily rescue medication improvement,Budesonide/formoterol pMDI 320/9 μg,Formoterol DPI 9 μg
291,1871574,Baseline quit motivation,Smoking cessation advice and NRT offered,Usual care
267,2691927,Postoperative complications,Laparoscopic surgery,Conventional open approach
249,2922723,Visual analogue scale scores for urinary leakage,High frequency chest wall oscillation,Usual airway clearance techniques
272,2691927,Median loss of blood,Laparoscopic surgery,Conventional open approach
404,2690844,Hospital stay,Transverse incision,Midline incision
320,3580134,Peak expiratory flow in the morning and evening ,Budesonide/formoterol pMDI 160/9 μg,Formoterol DPI 9 μg
469,2430614,the parasitological and clinical failure rate at day 28 post treatment,Artesunate+amodiaquine (AS+AQ),artemether-lumefantrine (AL) and and Artesunate+chlorproguanil-dapsone (AS+CD)
346,3580134,Time to first COPD exacerbation,Budesonide/formoterol pMDI 320/9 μg,Formoterol DPI 9 μg
611,5577662,percentage changes in area,receive a dose of 0.25 mg (1:1:1 ratio) and then allocated to active treatment (CCH),"dose of 0.25 mg, 0.40 mg, or 0.60 mg (1:1:1 ratio) and then allocated placebo (4:1 ratio)"
571,5602855,Quality of life,good motivation/capability,inadequate motivation/capability
578,4577567,internal work,stride frequency manipulation,free stride frequency
495,2253708,7-day point prevalence abstinence,Tailored letters,Practitioner-delivered brief advice
619,4139977,Improvement in bowel habit,"receive a probiotic compound containing seven bacteria species including Lactobacillus strains, Bifidobacterium strains and Streptococcus thermophiles","similar placebo, twice daily after a meal for 14 consecutive days"
608,5577662,percentage changes in area,"receive a dose of 0.40 mg, or 0.60 mg (1:1:1 ratio) and then allocated to active treatment (CCH)","dose of 0.25 mg, 0.40 mg, or 0.60 mg (1:1:1 ratio) and then allocated placebo (4:1 ratio)"
595,4819709,Full return to normal work/employment,Ultrasound‐guided foam sclerotherapy,surgery
593,4819709,Wearing clothes that show the legs,Ultrasound‐guided foam sclerotherapy,surgery
551,125315,The median stay in hospital,received standard therapy for sepsis and physiological-dose steroid therapy for 10 days;,received only standard therapy for sepsis
617,5062234,The visual analog scale scores at rest and on coughing,Transversus abdominis plane block with 0.375% ropivacaine ,local anesthetic infiltration of the port site.
556,4785315,Postnatal depression (Edinburgh Postnatal Depression Scale17 EPDS),"additional lay support (in this instance Pregnancy Outreach Workers, POWs)",standard maternity care
519,1261533,Decrease in haematocrit level at day 7,Artemether-lumefantrine,Mefloquine-artesunate
620,4139977,quality-of-life ,"receive a probiotic compound containing seven bacteria species including Lactobacillus strains, Bifidobacterium strains and Streptococcus thermophiles","similar placebo, twice daily after a meal for 14 consecutive days"
583,4819709,Bending the legs without discomfort,Ultrasound‐guided foam sclerotherapy,surgery
599,4819709,"walking short distances without discomfort, walking long distances, looking after children, full return to normal work/employment",Endovenous laser ablation,Ultrasound‐guided foam sclerotherapy
582,3800940,"Indralupta is a unique, idiopathic, non-cictricial, non-inflammatory alopecia, presents as discoid areas of hair loss.",Gomutra sodhit Langali moola with honey for external application,Godugdha sodhit Langali moola with honey for external application
560,2888205,pain,"lifestyle physical activity (LPA) - 30 minutes of self-selected moderate-intensity LPA, five to seven days per week",fibromyalgia (FM) education control (FME) group - received information and support
485,2806484,Virological failure,Home-based HIV-care strategy,Facility-based HIV-care strategy
500,2956883,Gel efficacy in consistent gel users,0·5% PRO2000 gel,Placebo gel
561,2888205,six-minute walk test,"lifestyle physical activity (LPA) - 30 minutes of self-selected moderate-intensity LPA, five to seven days per week",fibromyalgia (FM) education control (FME) group - received information and support
534,3198285,low–glycemic index,low–glycemic index diet (target glycemic index [GI] ~50),high-fiber moderate-GI diet (HF) (target glycemic index GI ~60)
502,2956883,Adverse events,PRO2000 gels,Placebo gel
589,4819709,Having a bath or shower,Ultrasound‐guided foam sclerotherapy,surgery
601,2891743,transurethral resection (TUR) syndrome,glycine 1.5% solution as irrigating fluid,glucose 5% solution
510,1964758,8-year survivorship in patients with osteoarthritis,Initial Nottingham TSR design prosthesis,BioModular® shoulder prosthesis
615,5062234,The 24 h morphine requirement,Transversus abdominis plane block with 0.375% ropivacaine ,local anesthetic infiltration of the port site.
602,2891743,transurethral resection (TUR) syndrome,glycine 1.5% solution as irrigating fluid,normal saline 0.9% solution
512,2829413,Levels of LDL cholesterol after 6 weeks of treatment,Rosuvastatin,Atorvastatin
610,5577662,global assessment of improvement,"receive a dose of 0.40 mg, or 0.60 mg (1:1:1 ratio) and then allocated to active treatment (CCH)","dose of 0.25 mg, 0.40 mg, or 0.60 mg (1:1:1 ratio) and then allocated placebo (4:1 ratio)"
572,5602855,Health care burden,good motivation/capability,inadequate motivation/capability
522,1261533,P. vivax parasitaemia diagnosed during follow up,Artemether-lumefantrine,Mefloquine-artesunate
531,2364680,wound problem,opening subcutaneous tissues with electrocautery,opening subcutaneous tissues with scalpel
491,2363351,Overall survival at 3 years,"Cisplatin and Cyclophosphamide, plus subcutaneous IFN-γ ",Cisplatin and Cyclophosphamide
536,3198285,"Birth weight (kg), Birth weight centile, Small for gestational age, Macrosomia, Infant head circumference, Infant length (cm), Ponderal index (kg/m3), Maternal weight gain (kg), Insulin treatment, Emergency caesarean",low–glycemic index diet (target glycemic index [GI] ~50),high-fiber moderate-GI diet (HF) (target glycemic index GI ~60)
501,2956883,Gel efficacy in inconsistent gel users,0·5% PRO2000 gel,Placebo gel
498,2364533,Preterm delivery,Erythromycin,Placebo
487,2806484,Costs for the health service,Home-based HIV-care strategy,Facility-based HIV-care strategy
609,5577662,Mean change in nodular consistency and hardness,"receive a dose of 0.25 mg, 0.40 mg, or 0.60 mg (1:1:1 ratio) and then allocated to active treatment (CCH)","dose of 0.25 mg, 0.40 mg, or 0.60 mg (1:1:1 ratio) and then allocated placebo (4:1 ratio)"
591,4819709,Doing housework,Ultrasound‐guided foam sclerotherapy,surgery
539,2722000,rebleeding,received antibiotics treatment after randomization with intravenous cefotaxime 2 gram q 8 hr for 7 days,received antibiotics only when infection was suspected or established
543,2650992,The mean drainage duration,fibrin glue group (glue sprayed onto the axillary dissection site),control group
573,5602855,Self-detected pulse irregularity and outcome events,good motivation/capability,inadequate motivation/capability
533,3221331,did not attempt to quit smoking at all,"an automated package of video and text messages over 6 months that was tailored to self-selected quit date, role model, and timing of messages. Extra messages were available on demand to beat cravings and address lapses.",set a quit date and received a general health video message sent to their phone every 2 weeks.
314,3580134,Pre-dose FEV1 improvement,Budesonide/formoterol pMDI 320/9 μg,Placebo
333,3580134,Baseline-adjusted average 12-hour FEV1 on the day of randomization,Budesonide/formoterol pMDI 160/9 μg,Formoterol DPI 9 μg
335,3580134,Mean FEV1 at 12 hours at end of treatment,Budesonide/formoterol pMDI 320/9 μg,Formoterol DPI 9 μg
390,2690844,Better cosmetic appearance of the incision as subjectively assessed by surgeons,Transverse incision,Midline incision
359,3580134,Awakening-free nights percentage improvement,Budesonide/formoterol pMDI 160/9 μg,Placebo
425,1187893,SF-36 Mental Component Summary scale at 6 weeks,Exercise,No exercise
348,3580134,Amount of exacerbations per patient-treatment year,Budesonide/formoterol pMDI 320/9 μg,Placebo
330,3580134,Mean FEV1 at 12 hours on the day of randomization,Budesonide/formoterol pMDI 320/9 μg,Formoterol DPI 9 μg
331,3580134,Mean FEV1 at 12 hours on the day of randomization,Budesonide/formoterol pMDI 160/9 μg,Formoterol DPI 9 μg
234,3090298,1 line or more of CDVA at 6 months,Photo-refractive keratectomy (PRK),Thin-flap laser in situ keratomileusis (LASIK)
325,3580134,Mean FEV1 at 12 hours at end of treatment,Budesonide/formoterol pMDI 160/9 μg,Placebo
383,2721929,Micturition frequency,Bladder training plus tolterodine (Co),Bladder training only (BT)
410,2575601,Infection,Thiopental,Pentobarbital
244,2922723,FEV1%,High frequency chest wall oscillation,Usual airway clearance techniques
468,3387601,side effects,plasma exchange (PE) ,intravenous immunoglobulin (IVIG)
214,1475568,Hospitalization or death,Follow-up and thorough education on self-care,Standard information about self-care
364,3580134,Sputum score improvement,Budesonide/formoterol pMDI 320/9 μg,Placebo
215,1475568,Daily weight monitoring at the end of treatment,Follow-up and thorough education on self-care,Standard information about self-care
382,3580134,Incidence of pneumonia,Budesonide/formoterol pMDI 160/9 μg,Placebo
317,3580134,1-hour post-dose FEV1 improvements,Budesonide/formoterol pMDI 320/9 μg,Formoterol DPI 9 μg
445,1468428,Episiorraphy dehiscence rates,1 litre saline enema,no enema
248,2922723,Visual analogue scale scores for comfort,High frequency chest wall oscillation,Usual airway clearance techniques
263,2691927,Surgery duration,Laparoscopic surgery,Conventional open approach
304,2817867,Need for ICU ,Radiofrequency ablation,Hepatic resection
322,3580134,Mean FEV1 at 12 hours on the day of randomization,Budesonide/formoterol pMDI 320/9 μg,Placebo
478,2447617,Instances of complications and adverse events,progesterone,placebo
411,2575601,Hypotension,Thiopental,Pentobarbital
476,2447617,The mortality rate,progesterone,placebo
437,1201146,50% reduction in pain,topical diclofenac solution (Pennsaid®),vehicle control solution (carrier with no diclofenac)
483,2899760,Radiological fusion,raditional Smith–Robinson (SR) procedure with autograft ,anterior cervical decompression and fusion (ACDF) with Trabecular MetalTM (TM)
484,3108665,Postoperative complications,somatostatin,No medication was given to the control group
421,1187893,Knee injury and Osteoarthritis Outcome Score,Exercise,No exercise
399,2690844,Skin-to-skin time,Transverse incision,Midline incision
239,3090298,Contrast sensitivity at 1 month seen at 12 cpd,Photo-refractive keratectomy (PRK),Pre-surgery baseline
379,3580134,Incidence of pneumonia,Budesonide/formoterol pMDI 320/9 μg,Formoterol DPI 9 μg
247,2922723,Sputum expectoration between treatments in a 24-hour period,High frequency chest wall oscillation,Usual airway clearance techniques
252,1831737,HIV-1 incidence,Communities that received additional education and preventive measures,Communities that received standard Government services
458,1913177,Postoperative Mortality,components separation technique (CST),prosthetic repair with e-PTFE patch (PR)
336,3580134,Pre-dose inspiratory capacity,Budesonide/formoterol pMDI 160/9 μg,Formoterol DPI 9 μg
417,1784771,Changes in Bishop score after 6 hours,Prostaglandin gel plus hygroscopic cervical dilators ,Prostaglandin gel
381,3580134,Incidence of pneumonia,Budesonide/formoterol pMDI 320/9 μg,Placebo
454,2720945,Dyspnea during exercise,cineole,placebo
414,2575601,Intracranial pressure recurrence after treatment withdrawal,Thiopental,Pentobarbital
362,3580134,Breathlessness Cough and Sputum Scale improvement,Budesonide/formoterol pMDI 320/9 μg,Placebo
419,1784771,Induction time,Prostaglandin gel plus hygroscopic cervical dilators ,Prostaglandin gel
439,1201146,Dry skin at the application site,topical diclofenac solution (Pennsaid®),vehicle control solution (carrier with no diclofenac)
350,3580134,Amount of exacerbations per patient-treatment year,Budesonide/formoterol pMDI 320/9 μg,Formoterol DPI 9 μg
274,2691927,Better scar appearance score as measured by visual analog scale,Laparoscopic surgery,Conventional open approach
339,3580134,Pre-dose inspiratory capacity,Budesonide/formoterol pMDI 320/9 μg,Placebo
405,2690844,Scar length,Transverse incision,Midline incision
343,3580134,1-hour post-dose inspiratory capacity mean improvements from baseline to the average over the randomized treatment period ,Budesonide/formoterol pMDI 320/9 μg,Placebo
449,2720945,change of FVC and VC,cineole,placebo
245,2922723,O2 saturation,High frequency chest wall oscillation,Usual airway clearance techniques
